,Mean Error (cal/mol/K),Experimental Val (cal/mol/K),Predicted Val (cal/mol/K),MAE,STD,Year,Source,BASE_State,Canonical_Monomer_SMILES,Polymerization
65,0.22841721602197393,-5.473231357552581,-5.701648573574555,3.930477322235685,4.696271450142697,2022,Tunable and recyclable polyesters from CO2 and butadiene,ls,C=CC1CCC(=CC)C(=O)O1,ROP
66,1.4096695879905206,-25.191204588910136,-26.600874176900653,3.930477322235685,4.696271450142697,1999,PHB,ls,C=Cc1ccccc1,vinyl
68,0.24628867154823433,-22.22753346080306,-21.981244789254824,3.930477322235685,4.696271450142697,1999,PHB,ls,C=CC1CCCCC1,vinyl
69,0.5083357626803746,-23.960325047801145,-24.46866081048152,3.930477322235685,4.696271450142697,1999,PHB,ls,C=CCC,vinyl
71,0.28669309889609224,-28.91969407265774,-28.63300097376165,3.930477322235685,4.696271450142697,1999,PHB,ls,C=CCC(C)C,vinyl
73,3.248573945083764,-28.322179732313575,-25.07360578722981,3.930477322235685,4.696271450142697,1999,PHB,ls,C=CCCC,vinyl
75,1.7556195961129824,-27.007648183556405,-28.763267779669388,3.930477322235685,4.696271450142697,1999,PHB,ls,C=CCCCC,vinyl
77,2.610875379514967,-22.148661567877628,-24.759536947392597,3.930477322235685,4.696271450142697,1999,PHB,ls,C=CCOC(=O)C=C,vinyl
80,0.41492135757242066,-1.6491395793499044,-1.2342182217774837,3.930477322235685,4.696271450142697,2016,Switching from Controlled Ring-Opening Polymerization (cROP) to Controlled Ring-Closing Depolymerization (cRCDP) by Adjusting the Reaction Parameters That Determine the Ceiling Temperature,ls,C=CCOCC1(CC)COC(=O)OC1,ROP
81,13.709076029848642,-11.55114722753346,-25.2602232573821,3.930477322235685,4.696271450142697,1999,PHB,ls,C=CCOCCOC(=O)C=C,vinyl
83,3.128698173216607,-26.2,-23.071301826783394,3.930477322235685,4.696271450142697,1949,CHANGES OF ENTROPY AND HEAT CONTENT DURING POLYMERIZATION,ls,C=COC(C)=O,vinyl
91,2.9639769238678038,-18.044933078393882,-15.080956154526078,3.930477322235685,4.696271450142697,1999,PHB,ls,C1=CC2CCC1C2,ROMP
97,3.1087266327546157,-12.4282982791587,-15.537024911913315,3.930477322235685,4.696271450142697,1999,PHB,ls,C1=CCC1,ROMP
99,1.1616500796141178,-12.906309751434033,-14.067959831048151,3.930477322235685,4.696271450142697,1999,PHB,ls,C1=CCCC1,ROMP
102,5.044931891315525,-8.604206500956023,-3.559274609640497,3.930477322235685,4.696271450142697,1999,PHB,ls,C1=CCCCCC1,ROMP
103,1.3192053278819096,-2.1510516252390057,-3.470256953120915,3.930477322235685,4.696271450142697,1999,PHB,ls,C1=CCCCCCC1,ROMP
104,3.3647526290630974,-16.491395793499045,-13.126643164435945,3.930477322235685,4.696271450142697,1999,PHB,ls,C1CC1,cyclic
105,0.041356278195207936,-13.1453154875717,-13.18667176576691,3.930477322235685,4.696271450142697,1999,PHB,ls,C1CCC1,cyclic
106,3.1030720552112587,-10.277246653919693,-13.380318709130952,3.930477322235685,4.696271450142697,1999,PHB,ls,C1CCCC1,cationic
107,2.5245035583612796,-2.62906309751434,-5.15356665587562,3.930477322235685,4.696271450142697,1999,PHB,ls,C1CCCCC1,cyclic
108,0.33472145036803147,-3.8240917782026767,-3.4893703278346453,3.930477322235685,4.696271450142697,1999,PHB,ls,C1CCCCCC1,cyclic
109,1.4603981324409208,-0.7170172084130019,-2.1774153408539227,3.930477322235685,4.696271450142697,1999,PHB,ls,C1CCCCCCC1,cationic
110,10.656650937082206,2.9636711281070744,-7.692979808975132,3.930477322235685,4.696271450142697,1999,PHB,ls,C1CCCOCC1,cationic
114,1.106490140663278,-16.013384321223707,-14.90689418056043,3.930477322235685,4.696271450142697,1999,PHB,ls,C1CCOC1,cationic
118,3.244584377135646,-7.660133843212236,-4.41554946607659,3.930477322235685,4.696271450142697,1999,PHB,ls,C1CCOCOC1,cationic
121,1.4745188032919774,-2.437858508604206,-3.9123773118961838,3.930477322235685,4.696271450142697,1999,PHB,ls,C1CCOCOCC1,cationic
123,2.526100370213817,-12.404397705544932,-14.930498075758749,3.930477322235685,4.696271450142697,1999,PHB,ls,C1CN1,cationic
125,3.0296287390743584,-16.347992351816444,-13.318363612742086,3.930477322235685,4.696271450142697,1999,PHB,ls,C1COC1,cationic
128,5.485813658734353,-16.013384321223707,-10.527570662489357,3.930477322235685,4.696271450142697,2021,Chemically recyclable thermoplastics from reversible-deactivation polymerization of cyclic acetals,ls,C1COCO1,cationic
134,0.8453652690063242,-5.497131931166348,-6.342497200172672,3.930477322235685,4.696271450142697,1999,PHB,ls,C1COCOC1,cationic
137,1.3850703977945886,-1.9120458891013383,-0.5269754913067498,3.930477322235685,4.696271450142697,1999,PHB,ls,C1COCOCCO1,cationic
140,6.4245423668885095,0.7170172084130019,-5.707525158475507,3.930477322235685,4.696271450142697,1999,PHB,ls,C1COOOO1,cationic
144,1.6863649251584112,-4.3021032504780115,-2.6157383253196,3.930477322235685,4.696271450142697,1999,PHB,ls,C1OCOCO1,cationic
145,1.9235559904780475,-22.370936902485656,-20.44738091200761,3.930477322235685,4.696271450142697,1999,PHB,ls,CC(=O)CCC=O,ionic
153,9.89636444908711,-11.68738049713193,-21.583744946219042,3.930477322235685,4.696271450142697,1999,PHB,ls,CC(C)=S,ionic
157,0.7463013920683699,-14.507648183556405,-15.253949575624775,3.930477322235685,4.696271450142697,1999,PHB,ls,CC(C)C1COCO1,cationic
160,0.6069621893917397,-5.975143403441682,-5.368181214049943,3.930477322235685,4.696271450142697,1999,PHB,ls,CC[Si]1(CC)O[Si](CC)(CC)O[Si](CC)(CC)O1,cationic
161,15.190817429960115,-4.182600382409178,-19.373417812369294,3.930477322235685,4.696271450142697,1999,PHB,ls,CC=O,ionic
162,6.395974533051879,-22.22753346080306,-15.83155892775118,3.930477322235685,4.696271450142697,1999,PHB,ls,CC1(C)CC1,cationic
163,0.3682094595856238,-17.925430210325047,-17.557220750739422,3.930477322235685,4.696271450142697,1999,PHB,ls,CC1(C)CCC1,cyclic
164,0.937036073002715,-15.774378585086042,-14.837342512083326,3.930477322235685,4.696271450142697,1999,PHB,ls,CC1(C)CCCC1,cationic
165,1.157668079062584,-8.604206500956023,-7.446538421893439,3.930477322235685,4.696271450142697,1999,PHB,ls,CC1(C)CCCCC1,cyclic
167,4.730182772156841,3.87189292543021,-0.8582898467266309,3.930477322235685,4.696271450142697,2019,Thermodynamics of Aromatic Cyclic Ester Polymerization in Bulk,ls,CC1(C)COC(=O)c2ccc(cc2)C(=O)OCC(C)(C)COC(=O)c2ccc(cc2)C(=O)OC1,ROP
168,2.8525267230848965,-5.736137667304015,-2.8836109442191185,3.930477322235685,4.696271450142697,1999,PHB,ls,CC1(C)COC(=O)OC1,ROP
170,1.7677710115567682,-13.097514340344167,-14.865285351900935,3.930477322235685,4.696271450142697,1999,PHB,ls,CC1(C)COCO1,cationic
175,3.579370651828627,-7.098470363288718,-3.5190997114600915,3.930477322235685,4.696271450142697,2020,Organocatalyzed ring opening polymerization of regio-isomeric lactones: reactivity and thermodynamics considerations,ls,CC1CC(=O)OCC(C)(C)C1,ROP
176,3.0103690765555915,-6.548757170172084,-9.559126246727676,3.930477322235685,4.696271450142697,2005,Catalytic Polymerization of a Cyclic Ester Derived from a “Cool” Natural Precursor,ls,CC1CC(C(C)C)CC(=O)O1,ROP
177,2.3218523247975917,-20.31548757170172,-17.993635246904127,3.930477322235685,4.696271450142697,1999,PHB,ls,CC1CC1,cationic
178,0.3755735393691929,-10.755258126195029,-10.379684586825835,3.930477322235685,4.696271450142697,2016,Aliphatic Polyester Block Polymer Design,ls,CC1CCC(=O)OC1,ROP
180,0.02928673651204738,-17.208413001912046,-17.23769973842409,3.930477322235685,4.696271450142697,1999,PHB,ls,CC1CCC1,cyclic
182,6.081080573466722,-14.818355640535373,-8.73727506706865,3.930477322235685,4.696271450142697,2016,Aliphatic Polyester Block Polymer Design,ls,CC1CCCC(=O)O1,ROP
183,1.9712375181354937,-15.296367112810707,-17.267604630946202,3.930477322235685,4.696271450142697,1999,PHB,ls,CC1CCCC1,cyclic
184,2.2816785662853465,-5.019120458891013,-7.30079902517636,3.930477322235685,4.696271450142697,1999,PHB,ls ,CC1CCCCC(=O)N1,ROP
185,1.0989127150001308,-7.648183556405353,-8.747096271405484,3.930477322235685,4.696271450142697,1999,PHB,ls,CC1CCCCC1,cyclic
186,3.212191178739413,-2.62906309751434,-5.8412542762537525,3.930477322235685,4.696271450142697,1999,PHB,ls ,CC1CCCCNC1=O,ROP
187,4.479340795805076,-8.126195028680687,-12.605535824485763,3.930477322235685,4.696271450142697,2016,Aliphatic Polyester Block Polymer Design,ls,CC1CCCOC1=O,ROP
191,0.7751562399344508,-3.8240917782026767,-4.599248018137128,3.930477322235685,4.696271450142697,1999,PHB,ls ,CC1CCNC(=O)CC1,ROP
192,1.7840064506457822,-10.994263862332696,-9.210257411686912,3.930477322235685,4.696271450142697,2014,Scalable production of mechanically tunable block polymers from sugar,ls,CC1CCOC(=O)C1,ROP
193,8.719763017293372,-24.115678776290633,-15.395915758997258,3.930477322235685,4.696271450142697,1999,PHB,ls,CC1CCOC1,cationic
195,0.7867679997110457,2.4139579349904396,1.627189935279394,3.930477322235685,4.696271450142697,2019,Thermodynamics of Aromatic Cyclic Ester Polymerization in Bulk,ls,CC1COC(=O)c2ccc(cc2)C(=O)OCC(C)COC(=O)c2ccc(cc2)C(=O)OC1,ROP
196,1.747769744172834,-12.715105162523901,-14.462874906696735,3.930477322235685,4.696271450142697,1999,PHB,ls,CC1COCO1,cationic
198,14.81098627269154,7.480879541108987,-7.330106731582553,3.930477322235685,4.696271450142697,1999,PHB,ls,CC1OC(=O)C(C)OC1=O,ROP
199,0.06495287951730178,-3.107074569789675,-3.042121690272373,3.930477322235685,4.696271450142697,1999,PHB,ls,CC1OC(=O)C(C)OC1=O,ROP
201,7.204630178885523,-12.4282982791587,-5.2236681002731755,3.930477322235685,4.696271450142697,2014,Divergent Mechanistic Avenues to an Aliphatic Polyesteracetal or Polyester from a Single Cyclic Esteracetal,ls,CC1OCCC(=O)O1,ROP
205,1.7610063972254335,-9.369024856596559,-7.6080184593711255,3.930477322235685,4.696271450142697,2010,Biodegradable poly(ester-ether)s: ring-opening polymerization of DL-3-methyl-14-dioxan-2-one using various initiator systems,ls,CC1OCCOC1=O,ROP
206,1.0474177665054007,-13.217017208413,-14.264434974918402,3.930477322235685,4.696271450142697,1999,PHB,ls,CC1OCOC1C,cationic
208,1.7776695309815849,-9.536328871892925,-7.75865934091134,3.930477322235685,4.696271450142697,2022,Modulating Polymerization Thermodynamics ofThiolactones Through Substituent andHeteroatom Incorporation,ls,CC1SCCSC1=O,ROP
209,0.6786867947696962,-17.519120458891013,-18.19780725366071,3.930477322235685,4.696271450142697,1999,PHB,ls,CCC=O,ionic
213,4.709056139448177,-7.337476099426386,-12.046532238874562,3.930477322235685,4.696271450142697,2022,Tunable and recyclable polyesters from CO2 and butadiene,ls,CCC1CCC(CC)C(=O)O1,ROP
214,4.267961527603762,-13.1453154875717,-8.87735395996794,3.930477322235685,4.696271450142697,2016,Aliphatic Polyester Block Polymer Design,ls,CCC1CCCC(=O)O1,ROP
215,0.8424303043868759,-14.196940726577436,-15.039371030964313,3.930477322235685,4.696271450142697,1999,PHB,ls,CCC1COCO1,cationic
219,6.351113547330605,-14.340344168260037,-7.989230620929433,3.930477322235685,4.696271450142697,2016,Aliphatic Polyester Block Polymer Design,ls,CCCC1CCCC(=O)O1,ROP
222,1.4131141210377316,-23.207456978967492,-21.794342857929763,3.930477322235685,4.696271450142697,1999,PHB,ls,CCCCC=O,ionic
226,8.683677841098996,-13.1453154875717,-4.461637646472704,3.930477322235685,4.696271450142697,2016,Aliphatic Polyester Block Polymer Design,ls,CCCCC1CCCC(=O)O1,ROP
229,4.675779470294201,-27.724665391969406,-23.048885921675204,3.930477322235685,4.696271450142697,1999,PHB,ls,CCCCCC=O,ionic
231,25.978001764126077,13.264818355640536,-12.713183408485543,3.930477322235685,4.696271450142697,2016,Aliphatic Polyester Block Polymer Design,ls,CCCCCC1CCCC(=O)O1,ROP
232,1.9954805392380197,-26.2906309751434,-24.295150435905384,3.930477322235685,4.696271450142697,1999,PHB,ls,CCCCCCC=O,ionic
234,6.445300282757323,-13.862332695984703,-7.41703241322738,3.930477322235685,4.696271450142697,2016,Aliphatic Polyester Block Polymer Design,ls,CCCCCCC1CCCC(=O)O1,ROP
236,10.779912157222828,-13.814531548757168,-24.594443705979998,3.930477322235685,4.696271450142697,1999,PHB,ls,CCCCCCCC=O,ionic
237,6.650429154901158,-14.10133843212237,-7.450909277221212,3.930477322235685,4.696271450142697,2016,Aliphatic Polyester Block Polymer Design,ls,CCCCCCCC1CCCC(=O)O1,ROP
238,7.077927343248181,-13.1453154875717,-6.0673881443235205,3.930477322235685,4.696271450142697,2016,Aliphatic Polyester Block Polymer Design,ls,CCCCCCCCCC1CCCC(=O)O1,ROP
239,16.67573939773822,-35.37284894837476,-18.69710955063654,3.930477322235685,4.696271450142697,1999,PHB,ls,CCCCCCCCCCOC(=O)C=C,vinyl
246,6.1326218380754804,-19.837476099426386,-13.704854261350905,3.930477322235685,4.696271450142697,1999,PHB,ls,ClCC1(CCl)COC1,cationic
248,3.1467186105410865,-5.975143403441682,-9.121862013982769,3.930477322235685,4.696271450142697,1999,PHB,ls,CN1CCCCC1=O,ROP
249,3.3785676865003302,-6.9311663479923515,-3.5525986614920213,3.930477322235685,4.696271450142697,1999,PHB,ls,CN1CCCCCC1=O,ROP
259,0.6911771931110318,-16.108986615678777,-16.800163808789808,3.930477322235685,4.696271450142697,1999,PHB,ls,COCCOCCC=O,ionic
261,0.6993086342601884,-2.796367112810707,-2.097058478550519,3.930477322235685,4.696271450142697,1999,PHB,ls,COP1(=O)OCCCO1,cationic
267,5.009527188186207,-15.535372848948374,-10.525845660762167,3.930477322235685,4.696271450142697,2013,Ring-opening polymerization of a five-membered lactone trans-fused to a cyclohexane ring,ls,O=C1CC2CCCCC2O1,ROP
268,0.5293389351372509,5.019120458891013,5.5484593940282645,3.930477322235685,4.696271450142697,1999,PHB,ls,O=C1CCCCCCCCCCCCCCCO1,ROP
269,0.4188658858348489,5.497131931166348,5.078266045331499,3.930477322235685,4.696271450142697,1999,PHB,ls,O=C1CCCCCCCCCCCCCCO1,ROP
270,0.6051209415122154,5.975143403441682,5.370022461929467,3.930477322235685,4.696271450142697,1999,PHB,ls,O=C1CCCCCCCCCCCCCO1,ROP
271,0.5950558481891114,6.21414913957935,5.6190932913902385,3.930477322235685,4.696271450142697,1999,PHB,ls,O=C1CCCCCCCCCCCCO1,ROP
272,0.4768175559107706,5.975143403441682,5.498325847530912,3.930477322235685,4.696271450142697,1999,PHB,ls,O=C1CCCCCCCCCCCO1,ROP
273,4.598388423427341,-3.8240917782026767,0.7742966452246642,3.930477322235685,4.696271450142697,1999,PHB,ls,O=C1CCCCCCCCCCN1,ROP
274,0.8733974588076882,5.8556405353728485,4.982243076565161,3.930477322235685,4.696271450142697,1999,PHB,ls,O=C1CCCCCCCCCCO1,ROP
275,0.11560702643020658,4.3021032504780115,4.417710276908218,3.930477322235685,4.696271450142697,1999,PHB,ls,O=C1CCCCCCCCCO1,ROP
276,0.3615645104111039,2.8680688336520075,2.506504323240904,3.930477322235685,4.696271450142697,1999,PHB,ls,O=C1CCCCCCCCO1,ROP
277,4.339706829355506,1.1950286806883366,5.534735510043842,3.930477322235685,4.696271450142697,1999,PHB,ls,O=C1CCCCCCCO1,ROP
278,4.349409080828125,-4.063097514340344,0.28631156648778094,3.930477322235685,4.696271450142697,1999,PHB,ls,O=C1CCCCCCN1,ROP
280,32.63678240730475,30.353728489483746,-2.283053917821005,3.930477322235685,4.696271450142697,1999,PHB,ls,O=C1CCCCCCO1,ROP
281,2.7065204160847123,-6.9311663479923515,-4.224645931907639,3.930477322235685,4.696271450142697,1999,PHB,ls,O=C1CCCCCN1,ROP
285,0.5707790929090453,-1.4340344168260037,-2.004813509735049,3.930477322235685,4.696271450142697,2016,Aliphatic Polyester Block Polymer Design,ls,O=C1CCCCCO1,ROP
286,1.4015711972180105,-5.975143403441682,-4.573572206223671,3.930477322235685,4.696271450142697,1999,PHB,ls,O=C1CCCCN1,ROP
289,1.6738402000120902,-3.3460803059273423,-5.0199205059394325,3.930477322235685,4.696271450142697,1999,PHB,ls,O=C1CCCCO1,ROP
292,5.082816056494047,-7.1701720841300185,-12.252988140624065,3.930477322235685,4.696271450142697,1999,PHB,ls,O=C1CCCO1,ROP
293,2.0538862531089417,-12.189292543021033,-10.13540628991209,3.930477322235685,4.696271450142697,1999,PHB,ls,O=C1CCO1,ROP
294,1.450239130461421,-4.182600382409178,-2.7323612519477565,3.930477322235685,4.696271450142697,1999,PHB,ls,O=C1COC(=O)CO1,ROP
295,2.378184754351585,-3.107074569789675,-5.48525932414126,3.930477322235685,4.696271450142697,1999,PHB,ls,O=C1COCCO1,ROP
296,2.0718872661116476,-7.361376673040152,-5.289489406928506,3.930477322235685,4.696271450142697,2022,Modulating Polymerization Thermodynamics ofThiolactones Through Substituent andHeteroatom Incorporation,ls,O=C1CSCCS1,ROP
299,9.109095542426319,-4.804015296367113,-13.91311083879343,3.930477322235685,4.696271450142697,2022,Redesigned Hybrid Nylons with Optical Clarity and Chemical Recyclability,ls,O=C1NC2CCCC1C2,ROP
300,4.214780052578928,0.0,-4.214780052578928,3.930477322235685,4.696271450142697,1997,"Calorimetric study of tetrahydro-1,3-oxazin-2-oneand poly(oxy-1,3-propanediyliminocarbonyl), and the polymerizatioddepolymerization equilibrium",ls,O=C1NCCCO1,ROP
307,14.0820040073723,-18.21223709369025,-4.130233086317949,3.930477322235685,4.696271450142697,1999,PHB,ls,O=C1OC2CCC1CC2,ROP
312,1.092681693301374,-3.5850860420650092,-2.4924043487636354,3.930477322235685,4.696271450142697,1999,PHB,ls,O=C1OCCOC1=O,ROP
313,0.14181921176655182,-13.312619502868069,-13.170800291101518,3.930477322235685,4.696271450142697,2020,High-performance pan-tactic polythioesters with intrinsic crystallinity and chemical recyclability,ls,O=C1S[C@@H]2CC[C@H]1C2,ROP
321,4.202975825643448,-19.120458891013385,-23.32343471665683,3.930477322235685,4.696271450142697,1999,PHB,ls,O=CC(Cl)(Cl)Cl,ionic
323,1.9804934470648974,-22.705544933078393,-20.725051486013495,3.930477322235685,4.696271450142697,1999,PHB,ls,O=CC(Cl)(Cl)Cl,ionic
330,4.43018007004922,-23.183556405353727,-27.61373647540295,3.930477322235685,4.696271450142697,1999,PHB,ls,O=CC(F)(F)F,ionic
333,16.150396139170425,-37.04588910133843,-20.895492962168007,3.930477322235685,4.696271450142697,1999,PHB,ls,O=CC(F)(F)F,ionic
338,10.54018286856365,4.612810707456979,-5.927372161106671,3.930477322235685,4.696271450142697,1999,PHB,ls,O=P1(O)OCCCO1,cationic
339,10.922257439812102,-19.09655831739962,-8.174300877587516,3.930477322235685,4.696271450142697,1974,The Ring-Opening Polymerization of Sultones. VII. Thermodynamic Parameters of 3-Hydroxy-1-propane Sulfonic Acid Sultone for Ring-Opening Polymerization,ls,O=S1(=O)CCCO1,ROP
